The Art of Am lia,The Art of Amália,"de Almeida, Bruno"
The Art of Being Straight,The Art of Being Straight,"Rosen, Jesse"
The Art of Getting By,The Art of Getting By,"Wiesen, Gavin"
The Art of the Steal,The Art of the Steal,"Sobol, Jonathan"
The Art of War,The Art of War,"Duguay, Christian"
The Artist,The Artist,"Hazanavicius, Michel"
The Artist and the Model,El artista y la modelo,"Trueba, Fernando"
The Aryan Couple,The Aryan Couple,"Daly, John"
The Assassin,Point of No Return,"Badham, John"
The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,"Dominik, Andrew"
The Assassination of Richard Nixon,The Assassination of Richard Nixon,"Mueller, Niels"
The Assignment,The Assignment,"Hill, Walter"
The Associate,The Associate,"Petrie, Donald"
The Astronaut Farmer,The Astronaut Farmer,"Polish, Michael"
The Astronaut's Wife,The Astronaut's Wife,"Ravich, Rand"
The A-Team,The A-Team,"O'Herlihy, Michael_>, <Person id:0232702[http] name:_Donnelly, Dennis_>, <Person id:0062644[http] name:_Baxley, Craig R._>, <Person id:0376101[http] name:_Hemmings, David_>, <Person id:0603286[http] name:_Mordente, Tony_>, <Person id:0491852[http] name:_Laven, Arnold_>, <Person id:0638527[http] name:_II, Christian I. Nyby_>, <Person id:0766191[http] name:_Satlof, Ron_>, <Person id:0370868[http] name:_Hayers, Sidney_>, <Person id:0793525[http] name:_Shilton, Gilbert M._>, <Person id:0450314[http] name:_Kessler, Bruce_>, <Person id:0535722[http] name:_Magar, Guy_>, <Person id:0568535[http] name:_McEveety, Bernard"
The Attack,The Attack,"Caretto, Corrado"
The Attacks of 26/11,The Attacks of 26/11,"Varma, Ram Gopal"
The Aura,El aura,"Bielinsky, Fabián"
The Automatic Hate,The Automatic Hate,"Lerner, Justin"
The Autumn Heart,The Autumn Heart,"Maler, Steven"
The Avengers,The Avengers,"Whedon, Joss"
The Aviator,The Aviator,"Scorsese, Martin"
The Awakening,The Awakening,"Murphy, Nick"
The Baader Meinhof Complex,Der Baader Meinhof Komplex,"Edel, Uli"
The Babadook,The Babadook,"Kent, Jennifer"
The Babe,The Babe,"Hiller, Arthur"
The Babymakers,The Babymakers,"Chandrasekhar, Jay"
The Babysitters,The Babysitters,"Ross, David"
The Baby-Sitters Club,The Baby-Sitters Club,"Mayron, Melanie"
The Bachelor,The Bachelor,"Fuchs, Ken_>, <Person id:2947024[http] name:_Foss, Nick_>, <Person id:3447345[http] name:_Hall, Grant_>, <Person id:0856420[http] name:_Testa, Brian_>, <Person id:3461066[http] name:_Finn, Kevin_>, <Person id:0368339[http] name:_Hassan, Michel_>, <Person id:0136160[http] name:_Carbone, Jason A._>, <Person id:0335431[http] name:_Grant, Hal_>, <Person id:0228134[http] name:_DiPirro, Richard Brian_>, <Person id:0895120[http] name:_Verweyen, Guido"
The Back-up Plan,The Back-up Plan,"Poul, Alan"
The Bad Batch,The Bad Batch,"Amirpour, Ana Lily"
The Bad Kids,The Bad Kids,"Fulton, Keith_>, <Person id:0672492[http] name:_Pepe, Louis"
The Bad News Bears,The Bad News Bears,"Ritchie, Michael"
The Bag Man,The Bag Man,"Grovic, David"
The Ballad of Gregorio Cortez,The Ballad of Gregorio Cortez,"Young, Robert M."
The Ballad of Jack and Rose,The Ballad of Jack and Rose,"Miller, Rebecca"
The Ballad of Ramblin' Jack,The Ballad of Ramblin' Jack,"Elliott, Aiyana"
The Band's Visit,Bikur Ha-Tizmoret,"Kolirin, Eran"
The Bang Bang Club,The Bang Bang Club,"Silver, Steven"
The Banger Sisters,The Banger Sisters,"Dolman, Bob"
The Bank,The Bank,"Connolly, Robert"
The Bank Job,The Bank Job,"Donaldson, Roger"
The Barbarian Invasions,Les invasions barbares,"Arcand, Denys"
The Basket,The Basket,"Cowan, Rich"
The Basketball Diaries,The Basketball Diaries,"Kalvert, Scott"
The Battle of Algiers,La battaglia di Algeri,"Pontecorvo, Gillo"
The Battle of Shaker Heights,The Battle of Shaker Heights,"Potelle, Efram_>, <Person id:0710272[http] name:_Rankin, Kyle"
The Baxter,The Baxter,"Showalter, Michael"
The Bay,The Bay,"Levinson, Barry"
The Beach,The Beach,"Boyle, Danny"
The Beach Girls,The Beach Girls,"Townsend, Bud"
The Beaches of AgnŠs,Les plages d'Agnès,"Varda, Agnès"
The Bear,L'ours,"Annaud, Jean-Jacques"
The Beast Within,The Beast Within,"Mora, Philippe"
The Beastmaster,The Beastmaster,"Coscarelli, Don"
The Beat Hotel,The Beat Hotel,"Govenar, Alan"
The Beat My Heart Skipped,De battre mon coeur s'est arrêté,"Audiard, Jacques"
The Beatles: Eight Days a Week - The Touring Years,The Beatles: Eight Days a Week - The Touring Years,"Howard, Ron"
The Beautician and the Beast,The Beautician and the Beast,"Kwapis, Ken"
The Beautiful Country,The Beautiful Country,"Moland, Hans Petter"
The Beautiful Truth,The Beautiful Truth,"Kroschel, Steve"
The Beauty Academy of Kabul,The Beauty Academy of Kabul,"Mermin, Liz"
The Beauty Inside,Byuti insaideu,"Baek, Jong-Yeol"
The Beaver,The Beaver,"Foster, Jodie"
The Bedroom Window,The Bedroom Window,"Hanson, Curtis"
The Beguiled,The Beguiled,"Coppola, Sofia"
The Believer,The Believer,"Bean, Henry"
The Believers,The Believers,"Schlesinger, John"
The Belko Experiment,The Belko Experiment,"McLean, Greg"
The Benchwarmers,The Benchwarmers,"Dugan, Dennis"
The Best Democracy Money Can Buy,The Best Democracy Money Can Buy,"Palast, Greg_>, <Person id:3449314[http] name:_Ambrose, David"
The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,"Madden, John"
The Best Little Whorehouse in Texas,The Best Little Whorehouse in Texas,"Higgins, Colin"
The Best Man,The Best Man,"Lee, Malcolm D."
The Best Man Holiday,The Best Man Holiday,"Lee, Malcolm D."
The Best of Me,The Best of Me,"Hoffman, Michael"
The Best of Times,The Best of Times,"Spottiswoode, Roger"
The Best of Youth,La meglio gioventù,"Giordana, Marco Tullio"
The Best Offer,La migliore offerta,"Tornatore, Giuseppe"
The Best Two Years,The Best Two Years,"Anderson, Scott S."
The Betrayal,Fräulein Doktor,"Lattuada, Alberto"
The Beverly Hillbillies,The Beverly Hillbillies,"Depew, Joseph_>, <Person id:0926636[http] name:_Whorf, Richard_>, <Person id:0498614[http] name:_Leeds, Robert M._>, <Person id:0769274[http] name:_Scarpitta, Guy_>, <Person id:0506589[http] name:_Levy, Ralph"
The Beyond,...E tu vivrai nel terrore! L'aldilà,"Fulci, Lucio"
The BFG,The BFG,"Spielberg, Steven"
The Bicycle Thief,Ladri di biciclette,"De Sica, Vittorio"
The Big Blue,Le grand bleu,"Besson, Luc"
The Big Bounce,The Big Bounce,"Armitage, George"
The Big Chill,The Big Chill,"Kasdan, Lawrence"
The Big Easy,The Big Easy,"McBride, Jim"
The Big Green,The Big Green,"Sloan, Holly Goldberg"
The Big Hit,The Big Hit,"Wong, Kirk"
The Big Kahuna,The Big Kahuna,"Swanbeck, John"
The Big Lebowski,The Big Lebowski,"Coen, Joel_>, <Person id:0001053[http] name:_Coen, Ethan"
The Big One,The Big One,"Moore, Michael"
The Big Picture,The Big Picture,"Guest, Christopher"
The Big Question,The Big Question,"Cabras, Francesco_>, <Person id:0596818[http] name:_Molinari, Alberto"
The Big Short,The Big Short,"McKay, Adam"
The Big Sick,The Big Sick,"Showalter, Michael"
The Big Tease,The Big Tease,"Allen, Kevin"
The Big Town,The Big Town,"Bolt, Ben_>, <Person id:0000887[http] name:_Becker, Harold"
The Big Uneasy,The Big Uneasy,"Shearer, Harry"
The Big Wedding,The Big Wedding,"Zackham, Justin"
The Big Year,The Big Year,"Frankel, David"
The Birdcage,The Birdcage,"Nichols, Mike"
The Birth of a Nation,The Birth of a Nation,"Parker, Nate"
The Black Cauldron,The Black Cauldron,"Berman, Ted_>, <Person id:0723704[http] name:_Rich, Richard"
The Black Dahlia,The Black Dahlia,"De Palma, Brian"
The Black Dove,The Black Dove,"Caporale, Michael"
The Black Panthers: Vanguard of the Revolution,The Black Panthers: Vanguard of the Revolution,"Nelson, Stanley"
The Black Power Mixtape 1967-1975,The Black Power Mixtape 1967-1975,"Olsson, Göran"
The Black Stallion Returns,The Black Stallion Returns,"Dalva, Robert"
The Blackcoat's Daughter,February,"Perkins, Oz"
The Blade of Don Juan,La navaja de Don Juan,"Sanchez, Tom"
The Blair Witch Project,The Blair Witch Project,"Myrick, Daniel_>, <Person id:0844896[http] name:_Sánchez, Eduardo"
The Blind Side,The Blind Side,"Hancock, John Lee"
The Bling Ring,The Bling Ring,"Coppola, Sofia"
The Blob,The Blob,"Russell, Chuck"
The Blossoming of Maximo Oliveros,Ang Pagdadalaga ni Maximo Oliveros,"Solito, Auraeus"
The Blue Angel,Der blaue Engel,"von Sternberg, Josef"
The Blue Butterfly,The Blue Butterfly,"Pool, Léa"
The Blue Room,La chambre bleue,"Amalric, Mathieu"
The Blue Tooth Virgin,The Blue Tooth Virgin,"Brown, Russell"
The Body,Stand by Me,"Reiner, Rob"
The Bodyguard,The Bodyguard,"Jackson, Mick"
The Bone Collector,The Bone Collector,"Noyce, Phillip"
The Book of Eli,The Book of Eli,"Hughes, Albert_>, <Person id:0400441[http] name:_Hughes, Allen"
The Book of Henry,The Book of Henry,"Trevorrow, Colin"
The Book of Life,The Book of Life,"Gutiérrez, Jorge R."
"The Book of Mormon Movie, Volume 1: The Journey","The Book of Mormon Movie, Volume 1: The Journey","Rogers, Gary"
The Book Thief,The Book Thief,"Percival, Brian"
The Boom,Il boom,"De Sica, Vittorio"
The Boondock Saints,The Boondock Saints,"Duffy, Troy"
The Boondock Saints 2: All Saints' Day,The Boondock Saints II: All Saints Day,"Duffy, Troy"
The Border,Wataha,"Adamik, Kasia_>, <Person id:3466405[http] name:_Gazda, Michal_>, <Person id:4956873[http] name:_Matuszynski, Jan P."
The Borrowers,The Borrowers,"Hewitt, Peter"
The Boss,The Boss,"Falcone, Ben"
The Boss Baby,The Boss Baby,"McGrath, Tom"
The Boss of It All,Direktøren for det hele,"von Trier, Lars"
The Bostonians,The Bostonians,"Ivory, James"
The Bottle,El frasco,"Lecchi, Alberto"
The Bounce Back,The Bounce Back,"Delara, Youssef"
The Bounty,The Bounty,"Donaldson, Roger"
The Bounty Hunter,The Bounty Hunter,"Tennant, Andy"
The Bourne Identity,The Bourne Identity,"Liman, Doug"
The Bourne Legacy,The Bourne Legacy,"Gilroy, Tony"
The Bourne Supremacy,The Bourne Supremacy,"Greengrass, Paul"
The Bourne Ultimatum,The Bourne Ultimatum,"Greengrass, Paul"
The Box,Gremlin,"Bellgardt, Ryan"
The Boxer,The Boxer,"Sheridan, Jim"
The Boxtrolls,The Boxtrolls,"Annable, Graham_>, <Person id:0820934[http] name:_Stacchi, Anthony"
The Boy,The Boy,"Bell, William Brent"
The Boy and the Beast,Bakemono no ko,"Hosoda, Mamoru"
The Boy and the World,O Menino e o Mundo,"Abreu, Alê"
The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,"Herman, Mark"
The Boy Next Door,The Boy Next Door,"Cohen, Rob"
The Boy Who Could Fly,The Boy Who Could Fly,"Castle, Nick"
The Boys,,
The Boys are Back,The Boys Are Back,"Hicks, Scott"
The Boys from County Clare,The Boys from County Clare,"Irvin, John"
The Boys of Baraka,The Boys of Baraka,"Ewing, Heidi_>, <Person id:1823227[http] name:_Grady, Rachel"
The Boys: The Sherman Brothers' Story,The Boys: The Sherman Brothers' Story,"Sherman, Gregory V._>, <Person id:0006486[http] name:_Sherman, Jeff"
The Brady Bunch Movie,The Brady Bunch Movie,"Thomas, Betty"
The Brainwashing of My Dad,The Brainwashing of My Dad,"Senko, Jen"
The Brand New Testament,Le tout nouveau testament,"Van Dormael, Jaco"
The Brandon Teena Story,The Brandon Teena Story,"Muska, Susan_>, <Person id:0645880[http] name:_Olafsdóttir, Gréta"
The Brass Teapot,The Brass Teapot,"Mosley, Ramaa"
The Brave One,The Brave One,"Jordan, Neil"
"The Bread, My Sweet","The Bread, My Sweet","Martin, Melissa"
The Breakfast Club,The Breakfast Club,"Hughes, John"
The Break-Up,The Break-Up,"Reed, Peyton"
The Breakup Guru,Fen shou da shi,"Deng, Chao_>, <Person id:6576432[http] name:_Yu, Baimei"
The Bride,Nevesta,"Podgaevskiy, Svyatoslav"
The Bride & The Grooms,The Bride & The Grooms,"Maier, Butch"
The Bride Wore Black,La mariée était en noir,"Truffaut, François"
The Bridesmaid,La demoiselle d'honneur,"Chabrol, Claude"
The Bridge,Bron/Broen,"Georgsson, Henrik_>, <Person id:0358530[http] name:_Hammerich, Rumle_>, <Person id:0797136[http] name:_Sieling, Charlotte_>, <Person id:0036272[http] name:_Arnfred, Morten_>, <Person id:0934684[http] name:_Windfeld, Kathrine_>, <Person id:0803439[http] name:_Siwe, Lisa"
The Bridge of San Luis Rey,The Bridge of San Luis Rey,"McGuckian, Mary"
The Bridges of Madison County,The Bridges of Madison County,"Eastwood, Clint"
The Broken Circle Breakdown,The Broken Circle Breakdown,"van Groeningen, Felix"
The Broken Hearts Club: A Romantic Comedy,The Broken Hearts Club: A Romantic Comedy,"Berlanti, Greg"
The Bronze,The Bronze,"Buckley, Bryan"
The Brother from Another Planet,The Brother from Another Planet,"Sayles, John"
The Brothers,The Brothers,"Hardwick, Gary"
The Brothers Bloom,The Brothers Bloom,"Johnson, Rian"
The Brothers Grimm,The Brothers Grimm,"Gilliam, Terry"
The Brothers Grimsby,Grimsby,"Leterrier, Louis"
The Brothers McMullen,The Brothers McMullen,"Burns, Edward"
The Brothers Solomon,The Brothers Solomon,"Odenkirk, Bob"
The Brown Bunny,The Brown Bunny,"Gallo, Vincent"
The Browning Version,The Browning Version,"Figgis, Mike"
The B-Side,,
The Bubble,Ha-Buah,"Fox, Eytan"
The Bucket List,The Bucket List,"Reiner, Rob"
The Buddy System,The Buddy System,"Jordan, Glenn"
The Bulgarian Lovers,Los novios búlgaros,"la Iglesia, Eloy de"
The Burial Society,The Burial Society,"Racz, Nicholas"
The Burning Plain,The Burning Plain,"Arriaga, Guillermo"
The Business of Being Born,The Business of Being Born,"Epstein, Abby"
The Business of Fancy Dancing,The Business of Fancydancing,"Alexie, Sherman"
The Business of Strangers,The Business of Strangers,"Stettner, Patrick"
The Butcher Boy,The Butcher Boy,"Jordan, Neil"
"The Butcher, the Chef, and the Swordsman",Dao jiàn xiào,Wuershan
The Butcher's Wife,The Butcher's Wife,"Hughes, Terry"
The Butterfly,Butterfly on a Wheel,"Barker, Mike"
The Butterfly Effect,The Butterfly Effect,"Bress, Eric_>, <Person id:0344259[http] name:_Gruber, J. Mackye"
The Bye Bye Man,The Bye Bye Man,"Title, Stacy"
The Cabin in the Woods,The Cabin in the Woods,"Goddard, Drew"
The Cable Guy,The Cable Guy,"Stiller, Ben"
The Cake Eaters,The Cake Eaters,"Masterson, Mary Stuart"
The Call,The Call,"Anderson, Brad"
The Calling,The Calling,"Stone, Jason"
The Camden 28,The Camden 28,"Giacchino, Anthony"
The Campaign,The Campaign,"Roach, Jay"
The Cannonball Run,The Cannonball Run,"Needham, Hal"
The Canyon,The Canyon,"Harrah, Richard"
The Canyons,The Canyons,"Schrader, Paul"
The Captive,The Captive,"Egoyan, Atom"
The Care Bears Movie,The Care Bears Movie,"Selznick, Arna"
The Carriers Are Waiting,Les convoyeurs attendent,"Mariage, Benoît"
The Cartel,,
The Case for Christ,The Case for Christ,"Gunn, Jon"
The Case of the Grinning Cat,Chats perchés,"Marker, Chris"
The Castle,The Last Castle,"Lurie, Rod"
The Cat in the Hat,The Cat in the Hat,"Welch, Bo"
The Catechism Cataclysm,The Catechism Cataclysm,"Rohal, Todd"
The Cat's Meow,The Cat's Meow,"Bogdanovich, Peter"
The Cave,The Cave,"Hunt, Bruce"
The Caveman's Valentine,The Caveman's Valentine,"Lemmons, Kasi"
The Celebration,Festen,"Vinterberg, Thomas"
The Celestine Prophecy,The Celestine Prophecy,"Mastroianni, Armand"
The Cell,The Cell,"Singh, Tarsem"
The Celluloid Closet,The Celluloid Closet,"Epstein, Rob_>, <Person id:0295243[http] name:_Friedman, Jeffrey"
The Cemetery Man,The Cemetery Man,"Echikson, Lucas"
The Center of the World,The Center of the World,"Wang, Wayne"
The Central Park Five,The Central Park Five,"Burns, Ken_>, <Person id:5023740[http] name:_Burns, Sarah_>, <Person id:2047334[http] name:_McMahon, David"
The Challenge,Real World/Road Rules Challenge,"Fisher, Jeff_>, <Person id:1597886[http] name:_Rillo, Joy_>, <Person id:1337739[http] name:_Seliga, Mark_>, <Person id:0231571[http] name:_Dominici, Anthony_>, <Person id:1358335[http] name:_Heyden, Troy Vander_>, <Person id:1597865[http] name:_O'Rourke, Molly_>, <Person id:1202964[http] name:_Hryniewicz, Steve_>, <Person id:2215492[http] name:_Norton, Trish_>, <Person id:0553685[http] name:_Martinez, Rico_>, <Person id:0290882[http] name:_Frank, Claudia_>, <Person id:1506942[http] name:_Ross, Erica_>, <Person id:1205153[http] name:_Solomini, David_>, <Person id:1008443[http] name:_Warthen, Gretchen_>, <Person id:1384772[http] name:_Dock, Sam_>, <Person id:1462422[http] name:_Bean, Alicia_>, <Person id:0913252[http] name:_Warwick, Ken_>, <Person id:1783064[http] name:_Fletcher, Lisa_>, <Person id:0332985[http] name:_Gowers, Bruce_>, <Person id:0420870[http] name:_Jenkins, Jeff_>, <Person id:1007419[http] name:_Korkoian, Laura_>, <Person id:0713949[http] name:_Ready, Bruce_>, <Person id:0096185[http] name:_Borders, Craig_>, <Person id:0972218[http] name:_Hoegl, Andrew_>, <Person id:0475187[http] name:_Kunitz, Matt"
The Challenger,The Challenger,"Moran, Kent"
The Chamber,The Chamber,"Parker, Ben"
The Chambermaid,Maid in Manhattan,"Wang, Wayne"
The Change-Up,The Change-Up,"Dobkin, David"
The Channel,The Channel,"Lewis, Tom"
The Charnel House,The Charnel House,"Moss, Craig"
The Chƒteau (2001),,
The Cherry Orchard,The Cherry Orchard,"Kakogiannis, Mihalis"
The Child,L'enfant,"Dardenne, Jean-Pierre_>, <Person id:0201095[http] name:_Dardenne, Luc"
The Children of Chabannes,The Children of Chabannes,"Gossels, Lisa_>, <Person id:0923139[http] name:_Wetherell, Dean"
The Children of Heaven,Bacheha-Ye aseman,"Majidi, Majid"
The Children of Huang Shi,The Children of Huang Shi,"Spottiswoode, Roger"
The Children of the Century,Les enfants du siècle,"Kurys, Diane"
The Chipmunk Adventure,The Chipmunk Adventure,"Karman, Janice"
The Choice,The Choice,"Katz, Ross"
The Chorus,Les choristes,"Barratier, Christophe"
The Christmas Candle,The Christmas Candle,"Stephenson, John"
The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,"Adamson, Andrew"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adamson, Andrew"
The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Apted, Michael"
The Chronicles of Riddick,The Chronicles of Riddick,"Twohy, David"
The Chumscrubber,The Chumscrubber,"Posin, Arie"
The Cider House Rules,The Cider House Rules,"Hallström, Lasse"
The Circle,The Circle,"Ponsoldt, James"
The Citizen,The Citizen,"Kadi, Sam"
The City,The City,"Shaffer, Gary_>, <Person id:0008408[http] name:_Abed, Hisham"
The City of Lost Children,La cité des enfants perdus,"Caro, Marc_>, <Person id:0000466[http] name:_Jeunet, Jean-Pierre"
The City of Your Final Destination,The City of Your Final Destination,"Ivory, James"
The Claim,The Claim,"Winterbottom, Michael"
The Clan of the Cave Bear,The Clan of the Cave Bear,"Chapman, Michael"
The Class,The Class,"Burrows, James"
The Clearing,The Clearing,"Brugge, Pieter Jan"
The Client,The Client,"Schumacher, Joel"
The Climb,The Climb,"Robinson, Chris"
The Closer You Get,The Closer You Get,"Ritchie, Aileen"
The Closet,Le placard,"Veber, Francis"
The Club,El Club,"Larraín, Pablo"
The Cokeville Miracle,The Cokeville Miracle,"Christensen, T.C."
The Cold Light of Day,The Cold Light of Day,"El Mechri, Mabrouk"
The Collection,The Collection,"Walsh, Dearbhla_>, <Person id:0954204[http] name:_Zeff, Dan"
The Collector,The Collector,"Dunstan, Marcus"
The Color of Money,The Color of Money,"Scorsese, Martin"
The Color of Olives,El color de los olivos,"Rivas, Carolina"
The Color of Paradise,Rang-e khoda,"Majidi, Majid"
The Color Purple,The Color Purple,"Spielberg, Steven"
The Color Wheel,The Color Wheel,"Perry, Alex Ross"
The Comebacks,The Comebacks,"Brady, Tom"
The Comedian,The Comedian,"Hackford, Taylor"
The Comedy,The Comedy,"Alverson, Rick"
The Commitments,The Commitments,"Parker, Alan"
The Commune,Kollektivet,"Vinterberg, Thomas"
The Company,The Company,"Salomon, Mikael"
The Company Men,The Company Men,"Wells, John"
The Company of Wolves,The Company of Wolves,"Jordan, Neil"
The Company You Keep,The Company You Keep,"Redford, Robert"
The Concert,Le concert,"Mihaileanu, Radu"
The Concrete Jungle,The Concrete Jungle,"DeSimone, Tom"
The Condemned,The Condemned,"Wiper, Scott"
The Congress,The Congress,"Folman, Ari"
The Congressman,The Congressman,"Martin, Jared_>, <Person id:3480983[http] name:_Mrazek, Robert"
The Conjuring,The Conjuring,"Wan, James"
The Conjuring 2,The Conjuring 2,"Wan, James"
The Connection,La French,"Jimenez, Cédric"
The Conquest,Honfoglalás,"Koltay, Gábor"
The Conspirator,The Conspirator,"Redford, Robert"
The Constant Gardener,The Constant Gardener,"Meirelles, Fernando"
The Contender,The Contender,"Lurie, Rod"
The Convent,The Convent,"Mendez, Mike"
The Cookout,The Cookout,"Rivera, Lance"
The Cooler,The Cooler,"Kramer, Wayne"
The Core,The Core,"Amiel, Jon"
The Corporation,The Corporation,"Achbar, Mark_>, <Person id:0007989[http] name:_Abbott, Jennifer"
The Corpse Bride,The Corpse Bride,"Kiczek, Stuart"
The Corruptor,The Corruptor,"Foley, James"
The Cotton Club,The Cotton Club,"Coppola, Francis Ford"
The Couch Trip,The Couch Trip,"Ritchie, Michael"
The Counselor,The Counselor,"Scott, Ridley"
The Count of Monte Cristo,The Count of Monte Cristo,"Reynolds, Kevin"
The Counterfeiters,Die Fälscher,"Ruzowitzky, Stefan"
The Country Bears,The Country Bears,"Hastings, Peter"
The Country Teacher,Venkovský ucitel,"Sláma, Bohdan"
The Cove,The Cove,"Psihoyos, Louie"
The Covenant,The Covenant,"Harlin, Renny"
The Cowboy Way,The Cowboy Way,"Champion, Gregg"
The Craft,The Craft,"Fleming, Andrew"
The Crazies,The Crazies,"Eisner, Breck"
The Cremaster Cycle,The Cremaster Cycle,"Barney, Matthew"
The Crew,The Crew,"Dinner, Michael"
The Crimson Rivers,Les rivières pourpres,"Kassovitz, Mathieu"
The Crocodile Hunter: Collision Course,The Crocodile Hunter: Collision Course,"Stainton, John"
The Croods,The Croods,"De Micco, Kirk_>, <Person id:0761498[http] name:_Sanders, Chris"
The Cross: The Arthur Blessitt Story,The Cross,"Crouch, Matthew"
The Crossing Guard,The Crossing Guard,"Penn, Sean"
The Crow,The Crow,"Proyas, Alex"
The Crow: City of Angels,The Crow: City of Angels,"Pope, Tim"
The Crucible,The Crucible,"Hytner, Nicholas"
The Cruise,The Cruise,"Miller, Bennett"
The Crush,The Crush,"Shapiro, Alan"
The Cry,The Cry,"Santistevan, Bernadine"
The Crying Game,The Crying Game,"Jordan, Neil"
The Crypt Keeper Presents: A Spine-Tingling Look at Tales from the Crypt,The Crypt Keeper Presents: A Spine-Tingling Look at Tales from the Crypt,"McVeigh, Dave_>, <Person id:1287947[http] name:_McVeigh, Scott_>, <Person id:7657935[http] name:_Miller, Randy"
The Cube,The Cube,"McMahon, Scott"
The Cuckoo,Kukushka,"Rogozhkin, Aleksandr"
The Cup,The Cup,"Wincer, Simon"
The Cure,The Cure,"Horton, Peter"
The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,"Fincher, David"
The Curse of the Jade Scorpion,The Curse of the Jade Scorpion,"Allen, Woody"
The Cut,The Cut,"Akin, Fatih"
The Cutting Edge,The Cutting Edge,"Glaser, Paul Michael"
The D Train,The D Train,"Mogel, Andrew_>, <Person id:0666871[http] name:_Paul, Jarrad"
The Da Vinci Code,The Da Vinci Code,"Howard, Ron"
The Damned United,The Damned United,"Hooper, Tom"
The Dance of Reality,La Danza de la Realidad,"Jodorowsky, Alejandro"
The Dancer Upstairs,The Dancer Upstairs,"Malkovich, John"
The Dangerous Lives of Altar Boys,The Dangerous Lives of Altar Boys,"Care, Peter"
The Danish Girl,The Danish Girl,"Hooper, Tom"
The Darjeeling Limited,The Darjeeling Limited,"Anderson, Wes"
The Dark Crystal,The Dark Crystal,"Henson, Jim_>, <Person id:0000568[http] name:_Oz, Frank"
The Dark Half,The Dead Zone,"Head, James_>, <Person id:0733227[http] name:_Robison, Michael_>, <Person id:0737517[http] name:_Rohl, Mike_>, <Person id:0509409[http] name:_Lieberman, Robert_>, <Person id:0003080[http] name:_Talalay, Rachel_>, <Person id:0004608[http] name:_Speckmaier, Kevin_>, <Person id:0143984[http] name:_Cassar, Jon_>, <Person id:0683525[http] name:_Piller, Shawn_>, <Person id:0134811[http] name:_Canuel, Erik"
The Dark Horse,The Dark Horse,"Robertson, James Napier"
The Dark Knight,The Dark Knight,"Nolan, Christopher"
The Dark Knight Rises,The Dark Knight Rises,"Nolan, Christopher"
The Dark Tower,The Dark Tower,"Arcel, Nikolaj"
The Darkest Hour,The Darkest Hour,"Gorak, Chris"
The Darkness,The Others,"Amenábar, Alejandro"
The Daughter,The Daughter,"Stone, Simon"
The Day,The Children,"Shankland, Tom"
The Day After Tomorrow,The Day After Tomorrow,"Emmerich, Roland"
The Day I Became a Woman,Roozi ke zan shodam,"Makhmalbaf, Marzieh"
The Day of the Beast,El día de la bestia,"la Iglesia, Álex de"
The Day the Earth Stood Still,The Day the Earth Stood Still,"Derrickson, Scott"
The Daytrippers,The Daytrippers,"Mottola, Greg"
The Dead Girl,The Dead Girl,"Moncrieff, Karen"
The Dead Lands,The Dead Lands,"Fraser, Toa"
The Dead Pool,The Dead Pool,"Van Horn, Buddy"
The Dead Zone,The Dead Zone,"Cronenberg, David"
The Death Factory Bloodletting,The Death Factory Bloodletting,"Tretta, Sean"
The Death of Louis XIV,La mort de Louis XIV,"Serra, Albert"
The Death of Mr. Lazarescu,Moartea domnului Lãzãrescu,"Puiu, Cristi"
The Debt,The Debt,"Madden, John"
The Debut,The Debut,"Cajayon, Gene"
The Decent One,Der Anständige,"Lapa, Vanessa"
The Decoy Bride,The Decoy Bride,"Folkson, Sheree"
The Deep Blue Sea,The Deep Blue Sea,"Davies, Terence"
The Deep End,Robot Chicken,"McKay, Chris_>, <Person id:2745845[http] name:_Wells, Zeb_>, <Person id:1161949[http] name:_Shinick, Kevin_>, <Person id:0791995[http] name:_Sheppard, Tom_>, <Person id:1803552[http] name:_Senreich, Matthew_>, <Person id:0001293[http] name:_Green, Seth_>, <Person id:1802584[http] name:_Goldstein, Douglas_>, <Person id:1802814[http] name:_Root, Tom"
The Deep End of the Ocean,The Deep End of the Ocean,"Grosbard, Ulu"
The Delicate Art of Parking,The Delicate Art of Parking,"Carlson, Trent"
The Delta Force,The Delta Force,"Golan, Menahem"
The Departed,The Departed,"Scorsese, Martin"
The Departure,The Departure,"Wilson, Lana"
The Descendants,The Descendants,"Payne, Alexander"
The Descent,The Descent,"Marshall, Neil"
The Details,The Details,"Estes, Jacob"
The Devil and Daniel Johnston,The Devil and Daniel Johnston,"Feuerzeig, Jeff"
The Devil Came on Horseback,The Devil Came on Horseback,"Stern, Ricki_>, <Person id:0839064[http] name:_Sundberg, Anne"
The Devil Inside,The Devil Inside,"Bell, William Brent"
The Devil Wears Prada,The Devil Wears Prada,"Frankel, David"
